time_s,lat_deg,lon_deg,alt_m,Px_m,Py_m,Pz_m,roll_deg,pitch_deg,yaw_deg,Bx_true_nT,By_true_nT,Bz_true_nT,B_total_true_nT,B_proj_D1_nT,B_proj_D2_nT,B_proj_D3_nT,B_proj_D4_nT,Bx_meas_nT,By_meas_nT,Bz_meas_nT,B_total_meas_nT
160.0,23.108738267275577,72.5714,1099.0,9600.000000011016,0.0,-99.0,0.0,0.0,0.0,36480.59200298267,763.9788143895648,26850.919146407283,45303.301375549,36770.159537829575,5216.391079331322,-36015.928467942475,-5851.341003480765,36309.76920054187,601.5330156450793,26724.83205454654,45088.555418301534
161.0,23.10927725644605,72.5714,1099.0,9660.000000011089,0.0,-99.0,0.0,0.0,0.0,36501.17159046856,745.0042885723324,26799.027519171133,45288.83344534403,36953.18248370979,5159.65828668522,-36222.49668367292,-6101.101319960274,36562.0504916989,724.0530240242755,26809.94660643423,45344.02966189698
162.0,23.10981624561652,72.5714,1099.0,9720.00000001116,0.0,-99.0,0.0,0.0,0.0,36578.54437653504,669.4879554210945,26806.02648381457,45354.17487596445,36888.433213863405,5099.516506364562,-36285.22755722158,-5742.973771292757,36380.06056820071,539.8208800178777,26990.18854746368,45301.99213451981
163.0,23.110355234787,72.5714,1099.0,9780.000000012293,0.0,-99.0,0.0,0.0,0.0,36588.95151200536,666.4258484101508,26831.44962319067,45377.551554057296,36988.95596736498,5331.922584776797,-36320.97969688344,-6074.672001561468,36683.33365874047,610.862141471896,26804.932976301472,45437.25952055625
164.0,23.110894223957462,72.5714,1099.0,9840.000000010948,0.0,-99.0,0.0,0.0,0.0,36546.739858511,677.7776552527371,26815.32255276845,45334.14938481419,37097.42556902293,5546.594295013369,-36358.641008323706,-6072.027219852756,36838.42055344686,547.4222291924591,26776.399164616352,45544.971755315615
165.0,23.11143321312794,72.5714,1099.0,9900.000000011372,0.0,-99.0,0.0,0.0,0.0,36551.053885065005,667.1292770847239,26858.97743772405,45363.30312688262,37096.0386407107,5223.691392291763,-36293.889344251205,-5799.143384862478,36551.79847781082,596.5188562931725,27005.743539076662,45449.97239610589
166.0,23.11197220229841,72.5714,1099.0,9960.000000011443,0.0,-99.0,0.0,0.0,0.0,36602.68931565814,665.5482152348397,26899.820103214657,45429.06713934052,37076.60542340541,5210.33382051895,-36466.00229506978,-5681.272451742059,36561.0871322745,468.32131951578975,27128.67941247853,45529.08591018622
167.0,23.112511191468883,72.5714,1099.0,10020.000000011514,0.0,-99.0,0.0,0.0,0.0,36646.89986658821,671.3434748856323,26807.73848302657,45410.36021072017,37087.418988034566,5153.909148415452,-36468.24292620449,-5944.936389823797,36656.47699935264,610.6359425525968,27044.594810557872,45557.439466300784
168.0,23.113050180639355,72.5714,1099.0,10080.000000011583,0.0,-99.0,0.0,0.0,0.0,36691.41928833644,744.9226117715779,26834.91910888406,45463.48031849725,36926.08184124234,5204.161712547711,-36158.62529641944,-5999.080966907386,36497.75288726557,676.5285661750574,26795.460122095403,45282.89235324482
169.0,23.113589169809828,72.5714,1099.0,10140.000000011656,0.0,-99.0,0.0,0.0,0.0,36747.58754897977,714.7992734606607,26821.701144860148,45500.54704039793,37140.57777815798,5542.314828431097,-36298.16097593983,-6201.980113614183,36885.33557614287,650.4206231295118,26714.477806794563,45547.93466274165
170.0,23.1141281589803,72.5714,1099.0,10200.000000011729,0.0,-99.0,0.0,0.0,0.0,36764.43316979031,668.4904571735187,26723.23561611777,45455.49194081894,37119.56627596322,5370.598817592508,-36371.03602583575,-6202.784158103112,36833.78609872789,684.4699288253425,26810.94243404913,45563.39464583607
171.0,23.11466714815077,72.5714,1099.0,10260.000000011443,0.0,-99.0,0.0,0.0,0.0,36755.96082478978,645.3538841597191,26713.952183449383,45442.84739151917,36932.31147402044,5352.637252346476,-36213.22196361849,-6278.440392429504,36709.34942206234,712.2594109091506,26636.54070829706,45360.654199033146
172.0,23.115206137321245,72.5714,1099.0,10320.000000011869,0.0,-99.0,0.0,0.0,0.0,36757.58904142367,670.6373514492858,26758.750223072184,45470.87881376513,37110.38230217282,5317.058974757673,-36216.64678817878,-6240.417266779716,36756.069002545744,786.8246985346327,26747.000973739265,45464.59900532872
173.0,23.11574512649172,72.5714,1099.0,10380.00000001265,0.0,-99.0,0.0,0.0,0.0,36679.15314257152,643.0393874678841,26743.848157818546,45398.31703046385,36943.92179694983,5400.070124900188,-36083.17083840376,-5876.156685211886,36504.40813156396,578.8676260314855,26738.90925517173,45253.46582219497
174.0,23.11628411566219,72.5714,1099.0,10440.00000001201,0.0,-99.0,0.0,0.0,0.0,36648.12670942869,598.0812159068735,26764.862120267204,45385.02767177823,37082.03013669392,5221.361990606665,-36322.42712090621,-6207.254203754582,36733.79834525489,755.8216052213871,26836.326390835813,45498.69911683455
175.0,23.116823104832665,72.5714,1099.0,10500.000000012791,0.0,-99.0,0.0,0.0,0.0,36748.33665043734,582.621061770579,26747.72854204782,45455.700148986536,37134.34183611464,5489.998761596813,-36309.5752293836,-5984.833643010361,36770.8971493588,571.4042058024772,26833.40078280011,45524.24384331396
176.0,23.11736209400313,72.5714,1099.0,10560.0000000118,0.0,-99.0,0.0,0.0,0.0,36843.33610257123,530.50807043647,26740.55444718242,45527.68505121421,36952.937861450446,5421.668887102226,-36456.409614106335,-5978.074925985983,36723.41376392004,455.9339201944812,26850.946025151163,45494.94803449321
177.0,23.117901083173606,72.5714,1099.0,10620.000000012224,0.0,-99.0,0.0,0.0,0.0,36862.41933038884,481.2725047483568,26756.540403320207,45551.97071991242,37190.45136647458,5632.327789109723,-36529.10222906806,-6119.770736005892,37010.31101995807,497.4415643362965,26832.695149430307,45716.56263200701
178.0,23.11844007234408,72.5714,1099.0,10680.000000012296,0.0,-99.0,0.0,0.0,0.0,36773.19862612345,475.3484117586733,26789.576242852523,45499.18118582462,36951.30218966652,5695.744929698227,-36309.74118022392,-5997.731601284611,36786.38620023345,408.5681307264962,26659.538465845177,45432.76492578952
179.0,23.11897906151455,72.5714,1099.0,10740.000000012367,0.0,-99.0,0.0,0.0,0.0,36853.81764886705,468.983877963079,26779.540056807364,45558.39754455685,37265.33618097776,5476.35933898597,-36420.13046315844,-6514.602975235358,37098.98199173517,815.5574936824437,26714.504011797653,45723.7829082956
180.0,23.119518050685024,72.5714,1099.0,10800.000000012438,0.0,-99.0,0.0,0.0,0.0,36784.651217619605,413.4273027183538,26739.937420459853,45478.62949327591,36856.4547453832,5597.449887534227,-36567.36985930688,-6000.096872970024,36815.33373342455,299.5286866684203,26771.563617249947,45521.15040121489
181.0,23.120057039855496,72.5714,1099.0,10860.00000001251,0.0,-99.0,0.0,0.0,0.0,36784.69380415188,456.9007548422151,26780.954754472496,45503.20861352624,36973.57709070776,5613.293005167405,-36436.5019304246,-6137.843448936006,36875.88800935732,459.6973712084088,26699.105316766367,45528.94313365445
182.0,23.120596029025968,72.5714,1099.0,10920.00000001258,0.0,-99.0,0.0,0.0,0.0,36774.2350802524,480.7992515965309,26828.58737768837,45523.05607426046,37027.23966590811,5544.752540735227,-36373.85472480346,-6284.263821271747,36905.72053960775,603.1417563883045,26661.49186832792,45532.7479641943
183.0,23.12113501819644,72.5714,1099.0,10980.000000012653,0.0,-99.0,0.0,0.0,0.0,36746.37221005807,523.0830443743273,26788.45392983315,45477.3652537417,36893.82533143878,5507.745035491736,-36405.9807361656,-5982.635746367053,36715.22790163216,416.8766161223893,26764.266245385945,45436.8539143696
184.0,23.12167400736692,72.5714,1099.0,11040.000000013784,0.0,-99.0,0.0,0.0,0.0,36751.49159095006,583.4103954408995,26771.097454209008,45472.01513845562,36801.61564129996,5581.788993041751,-36351.26389103257,-6195.562808224033,36775.868942092624,460.7798862479448,26576.38309289003,45375.995778049815
185.0,23.122212996537385,72.5714,1099.0,11100.000000012791,0.0,-99.0,0.0,0.0,0.0,36746.89784351566,540.5212215445157,26707.72020977308,45430.48517368307,36851.43595871342,5179.531540286274,-36047.77757511914,-6114.027375169915,36456.53987806332,752.642854448479,26676.03095814202,45180.26559048679
186.0,23.122751985707858,72.5714,1099.0,11160.000000012864,0.0,-99.0,0.0,0.0,0.0,36781.80330999134,473.2919753841393,26781.558414044208,45501.39482602391,37106.51601178817,5477.134295929195,-36531.663834991225,-6043.125046365,36874.685842185005,493.9994783556773,26897.848593573213,45645.161303332505
187.0,23.12329097487833,72.5714,1099.0,11220.000000012937,0.0,-99.0,0.0,0.0,0.0,36815.61230653618,409.4902587291137,26751.120910734742,45510.21271932183,36898.38733109408,5453.335429067761,-36543.24997961176,-5953.620697845253,36740.518696177765,370.4088600584203,26861.80491041654,45514.38761351268
188.0,23.1238299640488,72.5714,1099.0,11280.000000012653,0.0,-99.0,0.0,0.0,0.0,36834.69055310626,411.8835418298122,26735.42083047429,45516.44541457169,36901.99608148315,5637.771187070346,-36289.725520513006,-6085.670599488068,36769.34433049727,459.0670646416768,26616.545923549653,45394.22806882984
189.0,23.124368953219275,72.5714,1099.0,11340.000000013077,0.0,-99.0,0.0,0.0,0.0,36900.66926663012,386.5490064066412,26766.37030785043,45587.79871760152,37170.0082957847,5792.0169055954775,-36523.06997228495,-6103.809328998584,37061.082790693545,415.1425911035446,26758.9950725297,45713.67430300542
190.0,23.124907942389747,72.5714,1099.0,11400.00000001315,0.0,-99.0,0.0,0.0,0.0,36873.06570658508,419.941544807568,26752.09391873393,45557.368828104605,37039.15283279202,5628.86310980266,-36511.69198088552,-6132.19901257132,36941.13932595722,446.3480878436183,26755.76075249443,45614.88501311854
191.0,23.12544693156022,72.5714,1099.0,11460.00000001322,0.0,-99.0,0.0,0.0,0.0,36864.978196297954,443.45060667029327,26761.82530889652,45556.76195383046,37079.39300096872,5504.996460172291,-36632.817062374765,-6104.707179058152,36945.4723829663,453.055412509109,26891.17410098408,45698.0134506607
192.0,23.12598592073069,72.5714,1099.0,11520.000000013291,0.0,-99.0,0.0,0.0,0.0,36778.92201271874,468.6342156999609,26754.486880939825,45483.08796363933,37058.09651080312,5588.476606203863,-36373.69277258736,-5933.3368616639455,36785.98906280063,445.6843828619493,26807.805901961416,45519.952583178856
193.0,23.126524909901164,72.5714,1099.0,11580.000000013362,0.0,-99.0,0.0,0.0,0.0,36729.83131752091,425.7896423974099,26768.1275357504,45451.01161914123,36796.82837408473,5794.11570613015,-36351.13731328026,-5879.90232241297,36728.99634868319,230.136584950964,26619.000171727315,45361.25335318387
194.0,23.12706389907164,72.5714,1099.0,11640.00000001414,0.0,-99.0,0.0,0.0,0.0,36702.67833967225,415.9262243438312,26760.792944797005,45424.65884256965,36898.07070619486,5469.516917475505,-36264.84347630486,-6027.99391843308,36659.039380564616,516.0230688556962,26701.90291638092,45355.73907973732
195.0,23.12760288824211,72.5714,1099.0,11700.000000013504,0.0,-99.0,0.0,0.0,0.0,36680.46928023002,455.71278499572185,26735.573888704577,45392.23955610352,36896.77662677181,5456.0004680277225,-36193.106361505,-5998.843818956846,36608.94078820173,539.7562288944381,26688.75463927805,45307.78637956479
196.0,23.12814187741258,72.5714,1099.0,11760.000000013575,0.0,-99.0,0.0,0.0,0.0,36666.40242368815,451.82517333322977,26691.818085065766,45355.06989708368,36823.12942230051,5551.490172905455,-36277.86827142647,-6038.141301373264,36672.11816099014,446.8311241935664,26635.20288376507,45326.34930287788
197.0,23.128680866583053,72.5714,1099.0,11820.000000013646,0.0,-99.0,0.0,0.0,0.0,36611.39694347213,438.859650129311,26830.639114385725,45392.40221921943,36749.15195802714,5376.853618182671,-36454.32625815575,-6031.343613157843,36637.93019715967,411.0657539741957,26758.14158343547,45370.7509876706
198.0,23.12921985575353,72.5714,1099.0,11880.000000014425,0.0,-99.0,0.0,0.0,0.0,36626.79068691805,398.5381460165642,26797.564123515287,45384.9101754212,36907.17283298288,5561.520918193237,-36533.89040743469,-5630.532045089774,36647.21431692255,191.51872617359567,26954.61213021855,45492.923754178
199.0,23.129758844924,72.5714,1099.0,11940.000000014496,0.0,-99.0,0.0,0.0,0.0,36570.20234688071,362.0463126137959,26836.962311384275,45362.24557191737,36615.14688445916,5264.709899197626,-36216.66752981475,-5910.0184561897,36375.90006131529,451.9734238201449,26698.30142515956,45124.38015347484
200.0,23.13029783409447,72.5714,1099.0,12000.00000001386,0.0,-99.0,0.0,0.0,0.0,36543.15859290598,345.38595729589224,26922.24844603221,45390.84921870992,36727.863490565214,5284.641879099828,-36511.94386628674,-5667.222726934083,36456.06335347261,259.1583065132975,26971.470385839584,45349.44247765859
201.0,23.130836823264943,72.5714,1099.0,12060.00000001393,0.0,-99.0,0.0,0.0,0.0,36524.02965493264,347.0806187641266,26897.410372176146,45360.73072515002,36719.25238512917,5057.6964436932085,-36272.39911178919,-5736.849779425392,36280.4878560289,487.57516414282895,26932.136604482825,45186.85108186532
202.0,23.13137581243541,72.5714,1099.0,12120.000000013648,0.0,-99.0,0.0,0.0,0.0,36536.35290275762,335.4733268813593,26924.75514977365,45386.78294022564,36784.29649807923,5362.025645379498,-36355.562938704046,-5606.705526590682,36420.08807184288,291.5965733988338,26920.888229634435,45290.63994684641
203.0,23.131914801605888,72.5714,1099.0,12180.000000014072,0.0,-99.0,0.0,0.0,0.0,36626.85632405282,347.21503127699475,26981.931715813545,45493.6457274813,37030.53820373401,5392.612723195847,-36553.41781892381,-6049.165070732481,36817.2227302886,490.8946928950335,26908.352496289997,45604.91531880953
204.0,23.13245379077636,72.5714,1099.0,12240.000000014144,0.0,-99.0,0.0,0.0,0.0,36669.60067818089,382.7080162442575,26999.912176503825,45539.00895783594,37186.306374945,5268.245946825344,-36366.31108356135,-5701.894720090596,36599.42786727163,542.8438036447627,27099.00736663366,45543.04557079643
205.0,23.132992779946832,72.5714,1099.0,12300.000000014215,0.0,-99.0,0.0,0.0,0.0,36586.2171767797,356.92825974436585,27026.263832341832,45487.33474083134,37146.55656435632,5203.148200872157,-36525.414818679616,-5644.848377040901,36598.21969061432,460.2240522626122,27203.57907397496,45603.46702976385
206.0,23.133531769117305,72.5714,1099.0,12360.000000014286,0.0,-99.0,0.0,0.0,0.0,36516.9800838924,363.9082408816939,27039.368130116523,45439.516860670265,37005.583618342105,5291.662880707799,-36327.00874857859,-5994.631858164007,36641.05293679188,598.2260340671783,26866.834978330236,45439.53627027293
207.0,23.134070758287777,72.5714,1099.0,12420.000000014355,0.0,-99.0,0.0,0.0,0.0,36531.68148452725,434.2319694828442,26994.476966094942,45425.25834998963,36983.70939576231,5585.576068627775,-36452.86285581328,-5711.121642560133,36690.58216673904,284.2261227325215,26907.354969976783,45500.38852255447
208.0,23.13460974745825,72.5714,1099.0,12480.000000014428,0.0,-99.0,0.0,0.0,0.0,36551.26233957004,390.54818795316135,27020.53726999456,45456.09685028346,36643.48416341841,5114.177961896193,-36513.06178024232,-5637.486025179458,36333.3206930477,283.0735869305679,27022.1065472859,45281.17230695709
209.0,23.13514873662872,72.5714,1099.0,12540.0000000145,0.0,-99.0,0.0,0.0,0.0,36460.83079561885,325.0473681918305,27046.75695194708,45398.512087027855,36994.92083209426,5300.533987108505,-36488.34039773811,-5758.668782541043,36607.96076104134,417.7339482073703,27030.4102169216,45507.805585728776
210.0,23.1356877257992,72.5714,1099.0,12600.000000015632,0.0,-99.0,0.0,0.0,0.0,36503.00414283546,323.1398329762922,27103.133844375323,45465.96083873783,37235.05651444075,5211.09408338342,-36280.34195920059,-5666.003527103926,36543.02274881709,610.3850964420706,27123.179898692037,45512.98682138246
211.0,23.136226714969663,72.5714,1099.0,12660.000000014286,0.0,-99.0,0.0,0.0,0.0,36542.53556040678,327.1643412577406,27028.80579913529,45453.49584594297,36949.551075906056,4988.467300710155,-36461.71599726679,-5698.238850199271,36415.49060941937,518.5788818498993,27160.53159995239,45431.83198125983
212.0,23.13676570414014,72.5714,1099.0,12720.000000014712,0.0,-99.0,0.0,0.0,0.0,36608.677159812345,302.00130941050986,27035.60237908868,45510.5509105574,36950.15077498229,5459.068372098664,-36570.80179974317,-5789.960373878557,36706.478651030426,307.54336445356984,26964.533989112737,45547.18708251463
213.0,23.13730469331061,72.5714,1099.0,12780.000000014785,0.0,-99.0,0.0,0.0,0.0,36688.89277834936,271.2952449197775,27066.281778122622,45593.11421370407,37053.62035713255,5410.645501123011,-36844.45710986504,-5744.171403674393,36828.98359568448,234.9912950506668,27168.628781565814,45766.40299903929
214.0,23.137843682481083,72.5714,1099.0,12840.000000014854,0.0,-99.0,0.0,0.0,0.0,36658.60083567254,276.2753953100073,27069.214801697708,45570.51385823596,37044.35041358201,5281.377506997125,-36717.39516593197,-5462.219764727378,36591.88683234312,219.88276981884508,27287.6586670005,45646.805429407614
215.0,23.13838267165156,72.5714,1099.0,12900.000000015634,0.0,-99.0,0.0,0.0,0.0,36653.962242849935,205.4464657840724,27128.375285554543,45601.577845338405,36961.961990116375,5362.746067014263,-36859.42890484725,-5532.354461800639,36683.31684623936,117.84071757577703,27247.883011500377,45696.0255370718
216.0,23.138921660822028,72.5714,1099.0,12960.000000014996,0.0,-99.0,0.0,0.0,0.0,36589.91497317474,237.94242849431515,27089.80341877169,45527.30986574024,36858.89596788427,5265.981247596412,-36876.82626582854,-5578.960237610813,36624.50172476677,127.75983134304924,27232.506896021565,45639.67441824943
217.0,23.1394606499925,72.5714,1099.0,13020.000000015069,0.0,-99.0,0.0,0.0,0.0,36518.88307277197,307.14329436644834,27074.20925541135,45461.367826890855,36939.32737147947,5440.145275972681,-36641.57421316594,-5510.673706392246,36603.308718319226,159.47060579447194,27119.62128734634,45555.47715447381
218.0,23.139999639162973,72.5714,1099.0,13080.000000015138,0.0,-99.0,0.0,0.0,0.0,36526.60602275395,268.71147865110964,27057.01401770413,45457.09142647032,36698.42983704889,5203.14388321495,-36316.56296996816,-5710.63583759046,36342.22455876986,385.10366623044223,26890.61406924494,45210.73673072441
219.0,23.140538628333445,72.5714,1099.0,13140.00000001521,0.0,-99.0,0.0,0.0,0.0,36546.26311000922,248.925412517188,27026.828051679724,45454.82092916086,36618.07528357445,5146.195125184559,-36419.39922243161,-5807.335540558096,36369.17208406227,372.31145562780034,26883.13626639725,45227.84882589276
220.0,23.14107761750392,72.5714,1099.0,13200.000000015987,0.0,-99.0,0.0,0.0,0.0,36592.813116892285,195.6502400998517,27049.760613345123,45505.62382896791,37026.36899746418,5385.422048549892,-36507.81928200781,-5656.215814311639,36622.40699265843,341.7957535232652,27060.068104032223,45536.41184884801
221.0,23.14161660667439,72.5714,1099.0,13260.000000015352,0.0,-99.0,0.0,0.0,0.0,36571.118287707504,143.5748310040227,27029.478141997617,45475.92764501148,36748.38939342639,5334.385994825971,-36692.578162166414,-5557.236983290612,36517.0828845717,120.66428067823716,27084.66069708041,45465.269682949016
222.0,23.142155595844866,72.5714,1099.0,13320.00000001613,0.0,-99.0,0.0,0.0,0.0,36524.67518750126,138.55934285079127,27011.42246234981,45427.83331486873,36852.6413374121,5623.972021702923,-36677.38577826993,-5528.751727758361,36668.70675578136,34.65628642987235,27010.16466735785,45542.77386762319
223.0,23.14269458501533,72.5714,1099.0,13380.00000001514,0.0,-99.0,0.0,0.0,0.0,36561.83991083934,208.4543375163235,26914.518731903343,45400.47256853886,36961.68671441497,5419.483758623472,-36730.41450159404,-5735.699694772648,36739.95198291739,237.069322639514,27079.27972840052,45641.73160803362
224.0,23.143233574185807,72.5714,1099.0,13440.000000015563,0.0,-99.0,0.0,0.0,0.0,36555.06442657864,264.88197942356226,26881.76766197695,45375.90032524808,36930.37500274226,5590.273638217231,-36364.75101687104,-5948.831332939289,36734.29957426188,400.18240655298086,26741.141532305024,45438.503074164975
225.0,23.14377256335628,72.5714,1099.0,13500.000000015636,0.0,-99.0,0.0,0.0,0.0,36547.89736104181,250.47859237777485,26899.01409895037,45380.26554058512,36709.803715347625,5405.897492268137,-36525.806578022304,-5654.617016916025,36501.29275979767,187.37181095479707,26922.606215917804,45356.43511994052
226.0,23.14431155252675,72.5714,1099.0,13560.000000015709,0.0,-99.0,0.0,0.0,0.0,36484.14238414218,305.6162224005144,26893.14839139861,45325.79262609249,36809.42381372272,5177.380074024943,-36441.10994407319,-5812.842525995733,36477.31751994231,434.647897120244,26959.50555507853,45360.76004675705
227.0,23.144850541697224,72.5714,1099.0,13620.000000015778,0.0,-99.0,0.0,0.0,0.0,36527.54109469451,321.70901191939186,26843.31901391486,45331.31953512659,36631.61616939881,5690.207302361864,-36320.442290272615,-5857.449785524982,36589.45013837217,207.16036166433696,26588.88574607073,45230.51649120836
228.0,23.145389530867696,72.5714,1099.0,13680.000000015849,0.0,-99.0,0.0,0.0,0.0,36463.94209108441,360.9968921871701,26848.909511599544,45283.69832003772,36751.359681843525,5258.036124615851,-36481.36380911353,-5648.80654880609,36433.5008808769,286.12019954874364,26987.89805061331,45341.244936544754
229.0,23.14592852003817,72.5714,1099.0,13740.00000001592,0.0,-99.0,0.0,0.0,0.0,36428.87651305438,371.78815771448967,26854.5141691437,45258.87981046727,36882.10288492759,5249.409355407301,-36200.06110815257,-5733.854836000663,36401.39819389152,505.1037990359234,26889.612387656267,45258.90160704794
230.0,23.14646750920864,72.5714,1099.0,13800.00000001599,0.0,-99.0,0.0,0.0,0.0,36515.66211169674,391.68834753237286,26814.358537409564,45305.15227863104,36795.74375827786,5530.633246615293,-36535.93710912679,-5616.96183203104,36580.5995312979,149.88095313987012,26926.499002087785,45422.45122050043
231.0,23.14700649837912,72.5714,1099.0,13860.000000017124,0.0,-99.0,0.0,0.0,0.0,36434.286619076935,393.1570546292401,26846.081748980014,45258.41268961574,36413.20329059276,5459.779292902106,-36499.54765262204,-5768.554650432721,36434.15850686743,96.31544634660696,26710.13606976436,45176.19452359917
232.0,23.147545487549586,72.5714,1099.0,13920.000000016133,0.0,-99.0,0.0,0.0,0.0,36376.12370800038,486.8175038882228,26849.48565647397,45214.53579678819,36509.48723729818,5288.150700772175,-36101.78391996393,-5781.268145609322,36234.80167468295,390.0668321484414,26648.403748586323,44980.55609799436
233.0,23.14808447672005,72.5714,1099.0,13980.000000015496,0.0,-99.0,0.0,0.0,0.0,36393.57026441608,502.7458871698261,26864.384271779152,45237.59335243058,36715.70694976147,5271.069421868827,-36192.2849377093,-5813.585112959899,36369.88276639775,461.56456488683824,26770.290347061687,45162.26145306565
234.0,23.14862346589053,72.5714,1099.0,14040.000000016276,0.0,-99.0,0.0,0.0,0.0,36501.70417616897,477.172860149914,26830.57199902833,45304.32314358154,37006.40787776703,5548.321278066908,-36266.13357259881,-5844.281338147862,36661.08278836407,448.7026422901102,26794.79950750101,45411.4259402153
235.0,23.149162455061003,72.5714,1099.0,14100.000000016347,0.0,-99.0,0.0,0.0,0.0,36484.60742196125,532.3440382078618,26814.537926200424,45281.66751683606,36879.63771066249,5480.900380557218,-36478.36682920432,-5920.78899596712,36702.02407429403,364.23274646114015,26827.871428164788,45463.237038400526
236.0,23.149701444231475,72.5714,1099.0,14160.000000016418,0.0,-99.0,0.0,0.0,0.0,36479.24427519758,535.5219699655523,26812.394759568542,45276.11466781122,36870.0385400594,5388.630822865618,-36137.81048295225,-5889.37431500885,36496.845441498845,533.8923418971413,26729.80648808813,45241.43369859127
237.0,23.150240433401947,72.5714,1099.0,14220.00000001649,0.0,-99.0,0.0,0.0,0.0,36482.50504467147,485.192684956506,26832.665220770865,45290.18115580882,36675.36096558946,5314.736225198854,-36109.68240567497,-5887.1490145262815,36367.40688147352,492.8080101354022,26666.28969359361,45099.02603205703
238.0,23.15077942257242,72.5714,1099.0,14280.00000001656,0.0,-99.0,0.0,0.0,0.0,36537.239136823206,539.3771765737811,26820.029558851656,45327.41727715898,36910.75095858118,5026.64050722427,-36313.87668907674,-5854.242001977306,36418.754197045215,616.8160994611111,26995.63352848288,45337.295342460624
239.0,23.15131841174289,72.5714,1099.0,14340.000000016276,0.0,-99.0,0.0,0.0,0.0,36540.44577293579,595.5760066234645,26772.169191961035,45302.40535895985,36619.612926696806,5342.306228718551,-36266.79712483023,-5876.126048567683,36418.46501901852,383.9244861530029,26703.017676253323,45160.85855440352
240.0,23.151857400913364,72.5714,1099.0,14400.000000016702,0.0,-99.0,0.0,0.0,0.0,36528.30325072525,651.5835176284178,26807.78311580763,45314.44289673625,36987.40906495554,5178.846541306497,-35976.86940963391,-6030.587671160176,36448.286758921546,806.391234470719,26740.631968874983,45212.71140485191
241.0,23.15239639008384,72.5714,1099.0,14460.00000001748,0.0,-99.0,0.0,0.0,0.0,36547.506561226175,651.2447274669928,26830.16394010544,45343.158828988286,37114.23040552155,5459.653270211426,-36314.11666836431,-6021.963936634885,36767.09305077166,589.9470721183691,26823.720873114227,45515.70246003842
242.0,23.15293537925431,72.5714,1099.0,14520.000000016844,0.0,-99.0,0.0,0.0,0.0,36473.480487184745,659.2914525499054,26870.904304359025,45307.78015090203,36854.07479936415,5148.543487454996,-36453.57762780243,-5846.301039817782,36504.05198250237,475.5582453724394,26982.23731122383,45396.17932277095
243.0,23.15347436842478,72.5714,1099.0,14580.000000016917,0.0,-99.0,0.0,0.0,0.0,36393.42196437922,673.5310653290393,26849.205566723733,45230.68257209382,37037.497947234144,5094.832890261704,-36061.42697116341,-5682.423633291365,36319.45195058105,677.0853858330892,26986.074018082527,45252.72616671512
244.0,23.15401335759525,72.5714,1099.0,14640.000000016633,0.0,-99.0,0.0,0.0,0.0,36418.65834848087,591.2159114826676,26880.61613271569,45268.485018076106,36800.81105221746,5129.313996213999,-36302.70945933544,-5924.866944992571,36441.35369109812,560.1688483995904,26868.15217798345,45278.95371403479
245.0,23.15455234676573,72.5714,1099.0,14700.000000017766,0.0,-99.0,0.0,0.0,0.0,36379.88601607594,678.5651029426319,26870.8937465668,45232.74795854097,36929.8530908189,5173.814334172411,-36036.2573596974,-5889.10174572359,36385.6358153068,696.6668366375362,26804.869450181504,45198.46086546179
246.0,23.1550913359362,72.5714,1099.0,14760.000000017128,0.0,-99.0,0.0,0.0,0.0,36423.04151920094,642.6017624422763,26905.09994970692,45287.25310546278,36918.97770536744,5085.854364102113,-36276.66049861604,-5813.412422383746,36414.1620252926,593.17338976727,26975.120105571856,45321.078488763
247.0,23.15563032510667,72.5714,1099.0,14820.0000000172,0.0,-99.0,0.0,0.0,0.0,36434.28184688675,564.1401750123879,26911.425098906304,45299.006045270886,36912.1233185228,5258.534514535504,-36281.14691498634,-5501.649358827492,36352.91199600114,378.492612922532,27034.31941227713,45304.87714730131
248.0,23.156169314277143,72.5714,1099.0,14880.000000017271,0.0,-99.0,0.0,0.0,0.0,36431.07788520305,592.1502320952786,26912.606208182,45297.48834860248,37103.3912472661,5328.339518575222,-36283.273358343184,-5940.400072355324,36656.86530092162,620.151457066621,26897.85054654431,45470.9217582385
249.0,23.156708303447616,72.5714,1099.0,14940.000000017342,0.0,-99.0,0.0,0.0,0.0,36368.44152544186,604.3302816225835,26970.13744977876,45281.53120355725,37028.08497414421,5100.997681832502,-36308.92751438665,-5508.5867794367805,36349.94275989009,487.8955711510004,27161.773092834246,45379.71240854496
250.0,23.157247292618088,72.5714,1099.0,15000.000000017411,0.0,-99.0,0.0,0.0,0.0,36410.72394567795,605.9392063400508,26991.2824763534,45328.107287735365,36873.92191219135,5189.25220733858,-36249.36279480834,-5650.418276095981,36357.02608586527,470.1327963630874,26969.596078558585,45270.448233865616
251.0,23.15778628178856,72.5714,1099.0,15060.000000017484,0.0,-99.0,0.0,0.0,0.0,36469.52242071705,651.0974240401065,26995.42282206832,45378.44033010635,36679.59889794306,5184.982009735251,-36090.105524457285,-5795.44119753526,36264.86904874198,519.5947007048422,26755.543606941512,45069.61082013416
